nflId,name,position,age,height,weight,team_name,team_id
25511,Tom Brady,QB,47.0,76,225,TB,32
29851,Aaron Rodgers,QB,40.0,74,225,GB,27
30842,Marcedes Lewis,TE,40.0,78,267,GB,27
33084,Matt Ryan,QB,39.0,76,217,IND,30
33099,Joe Flacco,QB,39.0,78,245,NYJ,9
33131,Calais Campbell,DE,38.0,80,300,BAL,18
33138,Chad Henne,QB,39.0,75,222,KC,17
34452,Matthew Stafford,QB,36.0,75,220,LA,1
35443,Trent Williams,T,36.0,77,320,SF,24
35449,Tyson Alualu,NT,37.0,75,304,PIT,23
35452,Brandon Graham,DE,36.0,74,265,PHI,29
35459,Kareem Jackson,SS,36.0,70,185,DEN,25
35466,Devin McCourty,FS,37.0,70,195,NE,31
35470,Jerry Hughes,DE,36.0,74,254,HOU,7
35472,Rodger Saffold,G,36.0,77,325,BUF,28
35493,Carlos Dunlap,OLB,35.0,78,285,KC,17
35562,Al Woods,NT,37.0,76,330,SEA,16
37075,Von Miller,OLB,35.0,75,250,BUF,28
37077,A.J. Green,WR,36.0,76,210,ARI,11
37078,Patrick Peterson,CB,34.0,73,203,MIN,13
37079,Julio Jones,WR,35.0,75,220,TB,32
37087,Robert Quinn,OLB,34.0,76,257,CHI,4
37097,Cameron Jordan,DE,35.0,76,287,NO,21
37101,Mark Ingram,RB,34.0,69,215,NO,21
37104,Cameron Heyward,DT,35.0,77,295,PIT,23
37130,Rodney Hudson,C,35.0,74,315,ARI,11
37139,Randall Cobb,WR,34.0,70,192,GB,27
37145,Justin Houston,OLB,35.0,75,270,BAL,18
37266,Jason Kelce,C,37.0,75,295,PHI,29
37308,Lawrence Guy,DT,34.0,76,315,NE,31
37778,Josh Bynes,ILB,35.0,73,235,BAL,18
38538,Ryan Tannehill,QB,36.0,76,207,TEN,14
38540,Stephon Gilmore,CB,34.0,73,202,IND,30
38542,Fletcher Cox,DT,33.0,76,310,PHI,29
38544,Michael Brockers,DE,33.0,77,305,DET,6
38548,Melvin Ingram,OLB,35.0,74,247,MIA,8
38551,Chandler Jones,DE,34.0,77,265,LV,26
38557,Kevin Zeitler,G,34.0,76,315,BAL,18
38559,Harrison Smith,SS,35.0,74,214,MIN,13
38577,Bobby Wagner,ILB,34.0,72,242,LA,1
38588,Lavonte David,ILB,34.0,73,233,TB,32
38592,Casey Hayward,CB,35.0,71,192,ATL,2
38605,Russell Wilson,QB,35.0,71,215,DEN,25
38607,Demario Davis,MLB,35.0,74,248,NO,21
38619,Akiem Hicks,DT,34.0,76,352,TB,32
38629,Ben Jones,C,35.0,75,308,TEN,14
38632,Kirk Cousins,QB,36.0,75,202,MIN,13
38696,Marvin Jones,WR,34.0,74,198,JAX,20
38779,Kelvin Beachum,T,35.0,75,308,ARI,11
38843,Rodney McLeod,FS,34.0,70,195,IND,30
38868,Tashaun Gipson,FS,34.0,73,212,SF,24
39212,Brandon Bolden,RB,34.0,71,220,LV,26
39684,Greg Van Roten,G,34.0,75,305,BUF,28
39908,Erik Harris,FS,34.0,74,220,ATL,2
39950,Lane Johnson,T,34.0,78,317,PHI,29
39975,Cordarrelle Patterson,RB,33.0,74,238,ATL,2
39983,Zach Ertz,TE,33.0,77,250,ARI,11
39984,Darius Slay,CB,33.0,72,190,PHI,29
39987,Geno Smith,QB,34.0,75,221,SEA,16
39989,Robert Woods,WR,32.0,72,193,TEN,14
39997,Johnathan Hankins,NT,32.0,75,340,LV,26
40011,Travis Kelce,TE,35.0,77,260,KC,17
40017,Tyrann Mathieu,FS,32.0,69,190,NO,21
40023,Terron Armstead,T,33.0,77,304,MIA,8
40024,Keenan Allen,WR,32.0,74,211,LAC,12
40026,Marquise Goodwin,WR,33.0,69,179,SEA,16
40030,John Jenkins,NT,35.0,75,327,MIA,8
40031,Logan Ryan,FS,33.0,71,195,TB,32
40039,Duron Harmon,SS,33.0,73,205,LV,26
40074,William Gholston,DE,33.0,78,281,TB,32
40078,Kyle Juszczyk,FB,33.0,73,240,SF,24
40095,Steven Means,OLB,34.0,75,263,BAL,18
40107,Micah Hyde,FS,33.0,72,197,BUF,28
40138,Rex Burkhead,RB,34.0,70,215,HOU,7
40149,Ryan Griffin,TE,34.0,78,255,CHI,4
40166,Jordan Poyer,SS,33.0,72,191,BUF,28
40171,Nicholas Williams,DT,34.0,76,309,NYG,22
40347,Mike Purcell,NT,33.0,75,328,DEN,25
40488,Adam Thielen,WR,34.0,74,200,MIN,13
40737,Tony Jefferson,SS,32.0,71,212,NYG,22
41069,James Ferentz,C,35.0,74,300,NE,31
41227,Jadeveon Clowney,DE,31.0,77,255,CLE,19
41230,Sammy Watkins,WR,31.0,73,211,GB,27
41231,Khalil Mack,OLB,33.0,75,269,LAC,12
41232,Jake Matthews,T,32.0,77,309,ATL,2
41233,Mike Evans,WR,31.0,77,231,TB,32
41235,Anthony Barr,OLB,32.0,77,255,DAL,15
41237,Taylor Lewan,T,33.0,79,309,TEN,14
41239,Aaron Donald,DT,33.0,73,280,LA,1
41240,Kyle Fuller,CB,32.0,71,194,BAL,18
41242,Zack Martin,G,33.0,76,315,DAL,15
41243,C.J. Mosley,ILB,32.0,74,250,NYJ,9
41245,Ja'Wuan James,T,32.0,78,312,BAL,18
41246,Brandin Cooks,WR,31.0,70,183,HOU,7
41257,Bradley Roby,CB,32.0,71,194,NO,21
41263,Demarcus Lawrence,DE,32.0,75,265,DAL,15
41264,Joel Bitonio,G,33.0,76,320,CLE,19
41265,Derek Carr,QB,33.0,75,210,LV,26
41269,Kyle Van Noy,OLB,33.0,75,250,LAC,12
41270,Lamarcus Joyner,SS,33.0,68,185,NYJ,9
41282,Davante Adams,WR,31.0,73,215,LV,26
41290,Allen Robinson,WR,31.0,74,220,LA,1
41292,Jarvis Landry,WR,31.0,71,196,NO,21
41293,Justin Britt,C,33.0,78,315,HOU,7
41295,Morgan Moses,T,33.0,78,330,BAL,18
41300,Christian Kirksey,OLB,32.0,74,235,HOU,7
41310,Gabe Jackson,G,33.0,75,336,SEA,16
41321,Trai Turner,G,31.0,75,315,WAS,10
41325,Jerick McKinnon,RB,32.0,69,205,KC,17
41327,Richard Rodgers,TE,32.0,76,257,LAC,12
41336,Justin Ellis,DT,33.0,74,350,NYG,22
41341,DaQuan Jones,DT,32.0,76,322,BUF,28
41349,Logan Thomas,TE,33.0,78,250,WAS,10
41361,Kevin Pierre-Louis,OLB,33.0,72,230,HOU,7
41363,Brent Urban,DE,33.0,79,300,BAL,18
41369,Cameron Fleming,T,32.0,78,320,DEN,25
41390,Corey Linsley,C,33.0,75,301,LAC,12
41403,Devon Kennard,OLB,33.0,75,256,ARI,11
41464,Shelby Harris,DE,33.0,74,290,SEA,16
41475,Charles Leno,T,33.0,75,305,WAS,10
41532,James Hurst,T,32.0,77,310,NO,21
41563,Cornelius Lucas,T,33.0,80,328,WAS,10
41595,Mike Pennel,NT,33.0,76,332,CHI,4
41630,Justin McCray,C,32.0,75,317,HOU,7
41667,Josh Wells,T,33.0,78,306,TB,32
41712,Damien Williams,RB,32.0,71,224,ATL,2
41786,Kerry Hyder,DE,33.0,74,270,SF,24
41808,Keith Smith,FB,32.0,72,240,ATL,2
41915,Shaquil Barrett,OLB,31.0,74,250,TB,32
41939,Andrew Norwell,G,33.0,78,325,WAS,10
41959,Matt Feiler,G,32.0,78,330,LAC,12
42030,K'Waun Williams,CB,33.0,69,183,DEN,25
42031,Denico Autry,DE,34.0,77,285,TEN,14
42033,Cameron Brate,TE,33.0,77,245,TB,32
42116,Adrian Phillips,SS,32.0,71,210,NE,31
42302,Chris Manhertz,TE,32.0,78,255,JAX,20
42331,Efe Obada,DE,32.0,78,265,WAS,10
42344,Jameis Winston,QB,30.0,76,231,NO,21
42345,Marcus Mariota,QB,31.0,76,222,ATL,2
42346,Dante Fowler,OLB,30.0,75,255,DAL,15
42347,Amari Cooper,WR,30.0,73,211,CLE,19
42348,Brandon Scherff,G,32.0,77,315,JAX,20
42349,Leonard Williams,DT,30.0,77,302,NYG,22
42356,Andrus Peat,G,31.0,79,316,NO,21
42357,DeVante Parker,WR,31.0,75,216,NE,31
42358,Melvin Gordon,RB,31.0,73,215,DEN,25
42360,Arik Armstead,DT,30.0,79,292,SF,24
42363,Nelson Agholor,WR,31.0,72,198,NE,31
42365,Bud Dupree,OLB,31.0,76,269,TEN,14
42367,D.J. Humphries,T,30.0,77,307,ARI,11
42368,Shaq Thompson,ILB,30.0,72,230,CAR,3
42369,Breshad Perriman,WR,31.0,74,215,TB,32
42371,Laken Tomlinson,G,32.0,75,312,NYJ,9
42372,Phillip Dorsett,WR,31.0,70,192,HOU,7
42377,Donovan Smith,T,31.0,78,338,TB,32
42381,Preston Smith,OLB,31.0,77,265,GB,27
42388,Eric Kendricks,ILB,32.0,72,232,MIN,13
42391,Denzel Perryman,ILB,31.0,71,240,LV,26
42392,Mitch Morse,C,32.0,78,305,BUF,28
42393,Ronald Darby,CB,30.0,71,193,DEN,25
42395,Jordan Phillips,DE,32.0,78,341,BUF,28
42397,Ameer Abdullah,RB,31.0,69,203,LV,26
42398,Maxx Williams,TE,30.0,76,252,ARI,11
42400,Rob Havenstein,T,32.0,80,328,LA,1
42401,Markus Golden,OLB,33.0,75,260,ARI,11
42403,Randy Gregory,DE,31.0,77,255,DEN,25
42406,Frank Clark,DE,31.0,75,260,KC,17
42410,A.J. Cann,G,33.0,75,325,HOU,7
42412,Tyler Lockett,WR,32.0,70,182,SEA,16
42419,Chris Conley,WR,32.0,75,205,HOU,7
42421,P.J. Williams,CB,31.0,72,196,NO,21
42427,Jordan Hicks,ILB,32.0,73,236,MIN,13
42428,Tyler Kroft,TE,32.0,78,250,SF,24
42431,Danielle Hunter,OLB,30.0,77,252,MIN,13
42433,Carl Davis,NT,32.0,77,320,NE,31
42436,Henry Anderson,DE,33.0,78,301,CAR,3
42437,Ty Montgomery,WR,31.0,72,216,NE,31
42441,Steven Nelson,CB,31.0,71,194,HOU,7
42443,Angelo Blackson,DT,31.0,76,318,CHI,4
42448,Jamison Crowder,WR,31.0,69,177,BUF,28
42465,Za'Darius Smith,OLB,32.0,76,272,MIN,13
42467,Kwon Alexander,OLB,30.0,73,227,NYJ,9
42469,Mike Davis,RB,31.0,69,221,BAL,18
42470,Damien Wilson,MLB,31.0,72,243,CAR,3
42471,Jon Feliciano,C,32.0,76,323,NYG,22
42474,Shaquille Mason,G,31.0,73,310,TB,32
42476,Max Garcia,G,32.0,76,309,ARI,11
42477,Mark Glowinski,G,32.0,76,310,NYG,22
42480,Grady Jarrett,DT,31.0,72,305,ATL,2
42485,Adrian Amos,FS,31.0,72,214,GB,27
42488,Bobby McCain,FS,31.0,71,192,WAS,10
42489,Stefon Diggs,WR,30.0,72,191,BUF,28
42500,C.J. Uzomah,TE,31.0,78,260,NYJ,9
42503,Jesse James,TE,30.0,79,250,CLE,19
42511,Michael Burton,FB,32.0,72,240,KC,17
42543,Quandre Diggs,FS,31.0,69,197,SEA,16
42547,Darren Waller,TE,32.0,78,255,LV,26
42553,Christian Ringo,DT,32.0,73,298,NO,21
42560,Rakeem Nunez-Roches,NT,31.0,74,307,TB,32
42569,Bobby Hart,T,30.0,77,310,BUF,28
42587,Trenton Brown,T,31.0,80,380,NE,31
42589,Geoff Swaim,TE,31.0,76,260,TEN,14
42654,La'el Collins,T,31.0,76,320,CIN,5
42718,Raheem Mostert,RB,32.0,70,197,MIA,8
42721,Eric Tomlinson,TE,32.0,78,263,DEN,25
42794,DeAndre Carter,WR,31.0,68,190,LAC,12
42816,Troy Hill,CB,33.0,71,184,LA,1
42818,Jake Kumerow,WR,32.0,76,209,BUF,28
42826,DeShawn Williams,DT,31.0,73,292,DEN,25
42827,Justin Coleman,CB,31.0,71,190,SEA,16
42883,David Andrews,C,32.0,75,300,NE,31
42901,Dean Marlowe,SS,32.0,73,208,ATL,2
42929,Alex Singleton,OLB,30.0,74,242,DEN,25
42935,Bryce Callahan,CB,33.0,69,188,LAC,12
43290,Jared Goff,QB,30.0,76,223,DET,6
43291,Carson Wentz,QB,31.0,77,237,WAS,10
43292,Joey Bosa,OLB,29.0,77,280,LAC,12
43293,Ezekiel Elliott,RB,29.0,72,228,DAL,15
43294,Jalen Ramsey,CB,30.0,73,208,LA,1
43296,DeForest Buckner,DT,30.0,79,300,IND,30
43298,Leonard Floyd,DE,32.0,77,240,LA,1
43299,Eli Apple,CB,29.0,73,203,CIN,5
43301,Sheldon Rankins,DT,30.0,74,305,NYJ,9
43302,Laremy Tunsil,T,30.0,77,313,HOU,7
43305,Taylor Decker,T,31.0,79,318,DET,6
43307,Ryan Kelly,C,31.0,76,309,IND,30
43313,William Jackson,CB,32.0,72,196,WAS,10
43316,Kenny Clark,NT,29.0,75,314,GB,27
43321,Emmanuel Ogbah,DE,30.0,76,275,MIA,8
43324,Hunter Henry,TE,29.0,77,250,NE,31
43325,Myles Jack,ILB,29.0,73,244,PIT,23
43326,Chris Jones,DT,30.0,78,308,KC,17
43327,Xavien Howard,CB,31.0,73,200,MIA,8
43329,Sterling Shepard,WR,31.0,70,201,NYG,22
43332,Austin Johnson,NT,30.0,76,314,LAC,12
43333,Jihad Ward,OLB,30.0,77,287,NYG,22
43334,Derrick Henry,RB,30.0,75,247,TEN,14
43335,A'Shawn Robinson,DT,29.0,76,330,LA,1
43336,Michael Thomas,WR,31.0,75,212,NO,21
43338,Jarran Reed,DT,31.0,75,306,GB,27
43344,Tyler Boyd,WR,29.0,74,203,CIN,5
43345,Cody Whitehair,G,32.0,75,309,CHI,4
43350,Vonn Bell,SS,29.0,71,205,CIN,5
43351,James Bradberry,CB,31.0,73,212,PHI,29
43352,Adam Gotsis,DE,32.0,76,287,JAX,20
43353,Kevin Byard,FS,31.0,71,212,TEN,14
43354,Carl Nassib,OLB,31.0,79,275,TB,32
43356,Maliek Collins,DT,29.0,74,308,HOU,7
43358,Yannick Ngakoue,DE,29.0,74,246,IND,30
43361,Jonathan Bullard,DE,31.0,75,296,MIN,13
43362,Kenyan Drake,RB,30.0,73,211,BAL,18
43367,Joe Thuney,G,31.0,77,308,KC,17
43368,Isaac Seumalo,G,31.0,76,303,PHI,29
43370,Austin Hooper,TE,30.0,76,254,TEN,14
43373,Kendall Fuller,CB,29.0,71,198,WAS,10
43376,Nick Vigil,ILB,31.0,74,235,ARI,11
43378,Javon Hargrave,DT,31.0,74,305,PHI,29
43380,Jacoby Brissett,QB,31.0,76,235,CLE,19
43384,Graham Glasgow,G,32.0,78,310,DEN,25
43387,Justin Simmons,FS,30.0,74,202,DEN,25
43396,Chris Moore,WR,31.0,73,200,HOU,7
43399,Tyler Higbee,TE,31.0,78,257,LA,1
43400,Miles Killebrew,SS,31.0,74,222,PIT,23
43404,De'Vondre Campbell,ILB,31.0,76,232,GB,27
43405,Hassan Ridgeway,DT,30.0,75,305,SF,24
43409,David Onyemata,DT,31.0,76,300,NO,21
43411,Andrew Billings,DT,29.0,73,328,LV,26
43413,Deon Bush,SS,31.0,72,200,KC,17
43415,Demarcus Robinson,WR,30.0,73,203,BAL,18
43424,Dak Prescott,QB,31.0,74,238,DAL,15
43426,Dean Lowry,DE,30.0,78,296,GB,27
43433,Connor McGovern,C,31.0,76,306,NYJ,9
43435,Matt Judon,OLB,32.0,75,261,NE,31
43436,Quinton Jefferson,DE,31.0,76,291,SEA,16
43441,Matt Ioannidis,DT,30.0,75,310,CAR,3
43445,Jonathan Williams,RB,30.0,72,217,WAS,10
43454,Tyreek Hill,WR,30.0,70,185,MIA,8
43455,D.J. Reader,NT,30.0,75,347,CIN,5
43478,Anthony Brown,CB,30.0,71,196,DAL,15
43484,Wes Schweitzer,G,31.0,77,314,WAS,10
43487,Derek Watt,FB,31.0,74,234,PIT,23
43495,Mike Thomas,WR,30.0,73,189,CIN,5
43496,Jeff Driskel,QB,31.0,76,235,HOU,7
43497,Kamu Grugier-Hill,ILB,30.0,74,230,HOU,7
43503,Elandon Roberts,ILB,30.0,72,238,MIA,8
43510,Ted Karras,C,31.0,76,305,CIN,5
43522,Jalen Mills,CB,30.0,72,191,NE,31
43533,Jayron Kearse,FS,30.0,76,215,DAL,15
43537,Austin Blythe,C,32.0,75,300,SEA,16
43584,Kalif Raymond,WR,30.0,68,182,DET,6
43586,George Fant,T,32.0,77,322,NYJ,9
43641,Mike Hilton,CB,30.0,69,184,CIN,5
43694,Michael Pierce,NT,31.0,72,340,BAL,18
43700,Jonathan Jones,CB,31.0,70,190,NE,31
43722,J.D. McKissic,RB,31.0,70,195,WAS,10
43787,Roy Robertson-Harris,DT,31.0,77,294,JAX,20
43791,Morgan Fox,DE,30.0,75,275,LAC,12
43797,Cory Littleton,OLB,30.0,75,228,CAR,3
43808,Robbie  Chosen,WR,31.0,75,190,CAR,3
43821,Jake Brendel,C,32.0,76,299,SF,24
43845,Stephen Anderson,TE,31.0,75,230,ARI,11
43971,C.J. Ham,FB,31.0,71,235,MIN,13
44068,Lucas Patrick,G,31.0,75,313,CHI,4
44792,Mo Alie-Cox,TE,31.0,77,267,IND,30
44813,Myles Garrett,DE,28.0,76,272,CLE,19
44814,Mitchell Trubisky,QB,30.0,74,215,PIT,23
44815,Solomon Thomas,DT,29.0,74,280,NYJ,9
44816,Leonard Fournette,RB,29.0,72,228,TB,32
44817,Corey Davis,WR,29.0,75,209,NYJ,9
44818,Jamal Adams,SS,29.0,73,213,SEA,16
44819,Mike Williams,WR,30.0,76,218,LAC,12
44820,Christian McCaffrey,RB,28.0,71,205,CAR,3
44822,Patrick Mahomes,QB,29.0,75,230,KC,17
44823,Marshon Lattimore,CB,28.0,72,192,NO,21
44825,Haason Reddick,OLB,30.0,73,235,PHI,29
44826,Derek Barnett,DE,28.0,75,259,PHI,29
44827,Malik Hooker,FS,28.0,73,212,DAL,15
44828,Marlon Humphrey,CB,28.0,72,197,BAL,18
44829,Jonathan Allen,DT,29.0,75,300,WAS,10
44830,Adoree' Jackson,CB,29.0,71,185,NYG,22
44831,O.J. Howard,TE,29.0,78,250,HOU,7
44832,Garett Bolles,T,32.0,77,300,DEN,25
44834,Charles Harris,OLB,29.0,75,250,DET,6
44835,Evan Engram,TE,30.0,75,240,JAX,20
44837,Jabrill Peppers,SS,29.0,71,213,NE,31
44841,David Njoku,TE,28.0,76,246,CLE,19
44842,T.J. Watt,OLB,30.0,76,252,PIT,23
44844,Ryan Ramczyk,T,30.0,78,314,NO,21
44846,Cam Robinson,T,29.0,78,320,JAX,20
44848,Budda Baker,SS,28.0,70,195,ARI,11
44849,Zay Jones,WR,29.0,74,200,JAX,20
44851,Marcus Maye,FS,31.0,72,207,NO,21
44852,Curtis Samuel,WR,28.0,71,195,WAS,10
44853,Dalvin Cook,RB,29.0,70,210,MIN,13
44854,Marcus Williams,FS,28.0,73,195,BAL,18
44855,Sidney Jones,CB,28.0,72,181,SEA,16
44856,Gerald Everett,TE,30.0,75,240,LAC,12
44860,Joe Mixon,RB,28.0,73,220,CIN,5
44862,Justin Evans,SS,29.0,72,199,NO,21
44863,DeMarcus Walker,DE,30.0,76,280,TEN,14
44866,Raekwon McMillan,ILB,28.0,74,242,NE,31
44867,Dalvin Tomlinson,DT,30.0,75,318,MIN,13
44869,Zach Cunningham,ILB,29.0,75,238,TEN,14
44870,Ethan Pocic,C,29.0,78,320,CLE,19
44872,Chidobe Awuzie,CB,29.0,72,202,CIN,5
44873,Josh Jones,FS,30.0,74,220,SEA,16
44874,JuJu Smith-Schuster,WR,27.0,73,215,KC,17
44875,Dion Dawkins,T,30.0,77,320,BUF,28
44876,Taylor Moton,T,30.0,77,325,CAR,3
44877,Larry Ogunjobi,DT,30.0,75,305,PIT,23
44878,Ahkello Witherspoon,CB,29.0,74,195,PIT,23
44879,Alvin Kamara,RB,29.0,70,215,NO,21
44880,Dawuane Smoot,DE,29.0,75,264,JAX,20
44881,Cooper Kupp,WR,31.0,74,208,LA,1
44882,Pat Elflein,C,30.0,75,303,CAR,3
44886,Chris Wormley,DE,31.0,77,300,PIT,23
44887,Duke Riley,ILB,30.0,73,230,MIA,8
44888,Alex Anzalone,ILB,30.0,75,240,DET,6
44892,Tarell Basham,DE,30.0,76,266,DAL,15
44896,Chris Godwin,WR,28.0,73,209,TB,32
44898,Kareem Hunt,RB,29.0,71,216,CLE,19
44901,D'Onta Foreman,RB,28.0,73,233,CAR,3
44902,Shaquill Griffin,CB,29.0,72,198,JAX,20
44903,John Johnson,FS,28.0,72,209,CLE,19
44904,Jourdan Lewis,CB,29.0,70,195,DAL,15
44905,Montravius Adams,NT,29.0,76,304,PIT,23
44906,Cameron Sutton,CB,29.0,71,188,PIT,23
44908,Kenny Golladay,WR,31.0,76,213,NYG,22
44911,Rasul Douglas,CB,29.0,74,209,GB,27
44912,Jonnu Smith,TE,29.0,75,248,NE,31
44915,Trey Hendrickson,DE,29.0,76,270,CIN,5
44917,James Conner,RB,29.0,73,233,ARI,11
44925,Eddie Jackson,SS,30.0,72,202,CHI,4
44926,Rayshawn Jenkins,SS,30.0,73,220,JAX,20
44927,Samaje Perine,RB,29.0,71,240,CIN,5
44929,Carl Lawson,DE,29.0,74,265,NYJ,9
44930,Josh Reynolds,WR,29.0,75,196,DET,6
44931,Mack Hollins,WR,31.0,76,221,LV,26
44938,Samson Ebukam,DE,29.0,75,245,SF,24
44944,Deatrich Wise,DE,30.0,77,275,NE,31
44947,Jamaal Williams,RB,29.0,72,213,DET,6
